,area,baths,beds,parking,date,price,property_type,agent_name,school_list,agent_low_price,village_name,number,clean_price,price_k,price_per_m^2
2004,802.0,1.0,3.0,2.0,"Saturday, 10:00am","$800,000 - $850,000",House,Nik Ilic,"[{""school_name"": ""Norwood Morialta High School - Middle Campus - Morialta"", ""school_distance"": ""1.1 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/norwood-morialta-high-school-sa-5073-10828""}, {""school_name"": ""Stradbroke School"", ""school_distance"": ""1.2 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/stradbroke-junior-primary-school-sa-5073-7414""}, {""school_name"": ""Norwood Morialta High School - Senior Campus"", ""school_distance"": ""2.3 km"", ""school_types"": "",Government"", ""href"": ""https://www.domain.com.au/school-catchment/norwood-morialta-high-school-senior-campus-sa-5072-50490""}]",750000,WOODFORDE,5072,825000.0,825.0,1.0286783042394014
2005,802.0,1.0,3.0,6.0,"Thursday, 6:40pm","$800,000 - $850,000",House,Mannas Chan,"[{""school_name"": ""Norwood Morialta High School - Middle Campus - Morialta"", ""school_distance"": ""0.5 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/norwood-morialta-high-school-sa-5073-10828""}, {""school_name"": ""East Torrens Primary School"", ""school_distance"": ""1.2 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/east-torrens-primary-school-sa-5073-7002""}, {""school_name"": ""Norwood Morialta High School - Senior Campus"", ""school_distance"": ""2.1 km"", ""school_types"": "",Government"", ""href"": ""https://www.domain.com.au/school-catchment/norwood-morialta-high-school-senior-campus-sa-5072-50490""}]",750000,MAGILL,5072,825000.0,825.0,1.0286783042394014
2008,725.0,2.0,4.0,2.0,"Sunday, 2:20pm",$795-845K,House,Nick Borrelli,"[{""school_name"": ""Adelaide Botanic High School"", ""school_distance"": ""5 km"", ""school_types"": ""7-12"", ""href"": ""https://www.domain.com.au/school-catchment/adelaide-botanic-high-school-sa-5000-52576""}, {""school_name"": ""Adelaide High School"", ""school_distance"": ""5.7 km"", ""school_types"": ""U, 7-12"", ""href"": ""https://www.domain.com.au/school-catchment/adelaide-high-school-sa-5000-6804""}, {""school_name"": ""Prospect North Primary School"", ""school_distance"": ""0.8 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/prospect-north-primary-school-sa-5082-50403""}]",750000,PROSPECT,5082,820000.0,820.0,1.1310344827586207
2009,817.0,1.0,4.0,1.0,Organise an inspection,"Auction $795,000",House,Graeme Brown,"[{""school_name"": ""Adelaide Botanic High School"", ""school_distance"": ""5.1 km"", ""school_types"": ""7-12"", ""href"": ""https://www.domain.com.au/school-catchment/adelaide-botanic-high-school-sa-5000-52576""}, {""school_name"": ""Adelaide High School"", ""school_distance"": ""5.9 km"", ""school_types"": ""U, 7-12"", ""href"": ""https://www.domain.com.au/school-catchment/adelaide-high-school-sa-5000-6804""}, {""school_name"": ""Prospect North Primary School"", ""school_distance"": ""0.7 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/prospect-north-primary-school-sa-5082-50403""}]",750000,PROSPECT,5082,795000.0,795.0,0.9730722154222766
2012,344.0,1.0,3.0,2.0,Organise an inspection,"$754,899 - $772,610*",House,Adelaide Building Consulting,"[{""school_name"": ""Charles Campbell College"", ""school_distance"": ""0.9 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/charles-campbell-college-sa-5075-6806""}, {""school_name"": ""Thorndon Park Primary School"", ""school_distance"": ""1.4 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/thorndon-park-primary-school-sa-5076-7442""}, {""school_name"": ""Adelaide East Education Centre"", ""school_distance"": ""1.1 km"", ""school_types"": ""U"", ""href"": ""https://www.domain.com.au/school-catchment/adelaide-east-education-centre-sa-5075-49559""}]",750000,NEWTON,5074,763754.5,763.7545,2.220216569767442
2013,700.0,2.0,3.0,1.0,Organise an inspection,"$780,000 - $790,000",Vacant land,Stephen Ong,"[{""school_name"": ""East Marden Primary School"", ""school_distance"": ""0.3 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/east-marden-primary-school-sa-5074-6999""}, {""school_name"": ""Charles Campbell College"", ""school_distance"": ""1.8 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/charles-campbell-college-sa-5075-6806""}, {""school_name"": ""Adelaide East Education Centre"", ""school_distance"": ""1.8 km"", ""school_types"": ""U"", ""href"": ""https://www.domain.com.au/school-catchment/adelaide-east-education-centre-sa-5075-49559""}]",750000,CAMPBELLTOWN,5074,785000.0,785.0,1.1214285714285714
2014,403.0,2.0,3.0,1.0,Organise an inspection,"House and Land from $754,866",New House & Land,,"[{""school_name"": ""East Marden Primary School"", ""school_distance"": ""0.6 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/east-marden-primary-school-sa-5074-6999""}, {""school_name"": ""Charles Campbell College"", ""school_distance"": ""1.6 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/charles-campbell-college-sa-5075-6806""}, {""school_name"": ""Adelaide East Education Centre"", ""school_distance"": ""1.7 km"", ""school_types"": ""U"", ""href"": ""https://www.domain.com.au/school-catchment/adelaide-east-education-centre-sa-5075-49559""}]",750000,CAMPBELLTOWN,5074,754866.0,754.866,1.8731166253101736
2015,327.0,2.0,4.0,2.0,"Wednesday, 4:15pm",$799K - $859K,House,Simon Noakes,"[{""school_name"": ""Charles Campbell College"", ""school_distance"": ""0.7 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/charles-campbell-college-sa-5075-6806""}, {""school_name"": ""Thorndon Park Primary School"", ""school_distance"": ""1.8 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/thorndon-park-primary-school-sa-5076-7442""}, {""school_name"": ""Adelaide East Education Centre"", ""school_distance"": ""0.8 km"", ""school_types"": ""U"", ""href"": ""https://www.domain.com.au/school-catchment/adelaide-east-education-centre-sa-5075-49559""}]",750000,NEWTON,5074,829000.0,829.0,2.5351681957186543
2017,350.0,2.0,3.0,2.0,Organise an inspection,"From $750,990",New House & Land,Jason Loizou,"[{""school_name"": ""East Torrens Primary School"", ""school_distance"": ""0.4 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/east-torrens-primary-school-sa-5073-7002""}, {""school_name"": ""Charles Campbell College"", ""school_distance"": ""1.4 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/charles-campbell-college-sa-5075-6806""}, {""school_name"": ""Thorndon Park Primary School"", ""school_distance"": ""2.3 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/thorndon-park-primary-school-sa-5076-7442""}]",750000,CAMPBELLTOWN,5074,750990.0,750.99,2.1456857142857144
2018,350.0,2.0,3.0,2.0,Organise an inspection,"$795,000-$860,000 Best offer By 13/4@10am",House,Todd Foulds,"[{""school_name"": ""East Torrens Primary School"", ""school_distance"": ""1 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/east-torrens-primary-school-sa-5073-7002""}, {""school_name"": ""Norwood Morialta High School - Middle Campus - Morialta"", ""school_distance"": ""1.3 km"", ""school_types"": "",Government"", ""href"": ""https://www.domain.com.au/school-catchment/norwood-morialta-high-school-sa-5073-10828""}, {""school_name"": ""Norwood Morialta High School - Senior Campus"", ""school_distance"": ""2.3 km"", ""school_types"": "",Government"", ""href"": ""https://www.domain.com.au/school-catchment/norwood-morialta-high-school-senior-campus-sa-5072-50490""}]",750000,TRANMERE,5073,827500.0,827.5,2.3642857142857143
2019,314.0,2.0,3.0,1.0,Organise an inspection,"$758,560 - $776,899*",House,Adelaide Building Consulting,"[{""school_name"": ""Stradbroke School"", ""school_distance"": ""0.7 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/stradbroke-junior-primary-school-sa-5073-7414""}, {""school_name"": ""Thorndon Park Primary School"", ""school_distance"": ""1.1 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/thorndon-park-primary-school-sa-5076-7442""}, {""school_name"": ""Norwood Morialta High School - Middle Campus - Morialta"", ""school_distance"": ""1.5 km"", ""school_types"": "",Government"", ""href"": ""https://www.domain.com.au/school-catchment/norwood-morialta-high-school-sa-5073-10828""}]",750000,ROSTREVOR,5073,767729.5,767.7295,2.444998407643312
2020,292.0,2.0,3.0,1.0,"Tuesday, 2:20pm",$795k,House,Tom Hector,"[{""school_name"": ""Stradbroke School"", ""school_distance"": ""0.5 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/stradbroke-junior-primary-school-sa-5073-7414""}, {""school_name"": ""Thorndon Park Primary School"", ""school_distance"": ""0.9 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/thorndon-park-primary-school-sa-5076-7442""}, {""school_name"": ""Norwood Morialta High School - Middle Campus - Morialta"", ""school_distance"": ""1.5 km"", ""school_types"": "",Government"", ""href"": ""https://www.domain.com.au/school-catchment/norwood-morialta-high-school-sa-5073-10828""}]",750000,ROSTREVOR,5073,795000.0,795.0,2.7226027397260273
2021,721.0,2.0,3.0,1.0,Organise an inspection,"$795,000 - $850,000",Vacant land,Graeme Brown,"[{""school_name"": ""Nailsworth Primary School"", ""school_distance"": ""1 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/nailsworth-primary-school-sa-5083-6862""}, {""school_name"": ""Roma Mitchell Secondary College"", ""school_distance"": ""3.7 km"", ""school_types"": ""U, 7-12"", ""href"": ""https://www.domain.com.au/school-catchment/roma-mitchell-secondary-college-sa-5094-6893""}, {""school_name"": ""Our Lady of the Sacred Heart College"", ""school_distance"": ""0.7 km"", ""school_types"": ""7-12"", ""href"": ""https://www.domain.com.au/schools/our-lady-of-the-sacred-heart-college-sa-5085-49704""}]",750000,SEFTON PARK,5083,822500.0,822.5,1.1407766990291262
2022,354.0,2.0,3.0,2.0,Organise an inspection,"$800,000",Vacant land,Simon Hou,"[{""school_name"": ""Vale Park Primary School"", ""school_distance"": ""0.4 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/vale-park-primary-school-sa-5081-7456""}, {""school_name"": ""Charles Campbell College"", ""school_distance"": ""4.2 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/charles-campbell-college-sa-5075-6806""}, {""school_name"": ""Marden Senior College"", ""school_distance"": ""0.7 km"", ""school_types"": ""U, 11-12"", ""href"": ""https://www.domain.com.au/school-catchment/marden-senior-college-sa-5070-7172""}]",750000,VALE PARK,5081,800000.0,800.0,2.2598870056497176
2024,448.0,2.0,3.0,3.0,Organise an inspection,"House and Land from $797,866",New House & Land,,"[{""school_name"": ""Roma Mitchell Secondary College"", ""school_distance"": ""2.7 km"", ""school_types"": ""U, 7-12"", ""href"": ""https://www.domain.com.au/school-catchment/roma-mitchell-secondary-college-sa-5094-6893""}, {""school_name"": ""Enfield Primary School"", ""school_distance"": ""1.1 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/enfield-primary-school-sa-5085-7022""}, {""school_name"": ""Hampstead Primary School"", ""school_distance"": ""1.1 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/hampstead-primary-school-sa-5086-7079""}]",750000,BROADVIEW,5083,797866.0,797.866,1.780950892857143
2030,740.0,1.0,3.0,1.0,Organise an inspection,"$760,000 - $820,000",House,Mannas Chan,"[{""school_name"": ""Roma Mitchell Secondary College"", ""school_distance"": ""1.9 km"", ""school_types"": ""U, 7-12"", ""href"": ""https://www.domain.com.au/school-catchment/roma-mitchell-secondary-college-sa-5094-6893""}, {""school_name"": ""Blair Athol North B-6 School"", ""school_distance"": ""0.7 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/blair-athol-north-b7-school-sa-5084-6935""}, {""school_name"": ""Enfield Primary School"", ""school_distance"": ""1 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/enfield-primary-school-sa-5085-7022""}]",750000,ENFIELD,5085,790000.0,790.0,1.0675675675675675
2031,26.0,1.0,3.0,4.0,Organise an inspection,"$795,000 - $865,000",House,John Eglezos,"[{""school_name"": ""Avenues College"", ""school_distance"": ""1 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/avenues-college-sa-5087-6860""}, {""school_name"": ""Wandana Primary School"", ""school_distance"": ""0.4 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/wandana-primary-school-sa-5086-7467""}, {""school_name"": ""Dernancourt School"", ""school_distance"": ""1.6 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/dernancourt-primary-school-sa-5075-6994""}]",750000,GILLES PLAINS,5086,830000.0,830.0,31.923076923076923
2032,408.0,2.0,3.0,3.0,Organise an inspection,"$775,000",New House & Land,Brandon Lague,"[{""school_name"": ""Avenues College"", ""school_distance"": ""1.7 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/avenues-college-sa-5087-6860""}, {""school_name"": ""Wandana Primary School"", ""school_distance"": ""0.3 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/wandana-primary-school-sa-5086-7467""}, {""school_name"": ""Valley View Secondary School"", ""school_distance"": ""1.4 km"", ""school_types"": ""U, 7-12"", ""href"": ""https://www.domain.com.au/school-catchment/valley-view-secondary-school-sa-5093-6811""}]",750000,GILLES PLAINS,5086,775000.0,775.0,1.8995098039215685
2036,419.0,2.0,4.0,2.0,Organise an inspection,H&L package $780 - $800k (1 remains),House,Rupinder Singh,"[{""school_name"": ""Roma Mitchell Secondary College"", ""school_distance"": ""3.3 km"", ""school_types"": ""U, 7-12"", ""href"": ""https://www.domain.com.au/school-catchment/roma-mitchell-secondary-college-sa-5094-6893""}, {""school_name"": ""Hillcrest Primary School"", ""school_distance"": ""0.8 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/hillcrest-primary-school-sa-5086-1919""}, {""school_name"": ""Klemzig Primary School"", ""school_distance"": ""1.8 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/klemzig-primary-school-sa-5087-6844""}]",750000,HILLCREST,5086,400390.0,400.39,0.9555847255369928
2108,301.0,2.0,5.0,4.0,Organise an inspection,"$840,000 to $880,000",House,Jacky Yang,"[{""school_name"": ""Paradise Primary School"", ""school_distance"": ""0.4 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/paradise-primary-school-sa-5075-7270""}, {""school_name"": ""Charles Campbell College"", ""school_distance"": ""1.5 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/charles-campbell-college-sa-5075-6806""}, {""school_name"": ""Thorndon Park Primary School"", ""school_distance"": ""1.6 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/thorndon-park-primary-school-sa-5076-7442""}]",800000,PARADISE,5075,860000.0,860.0,2.857142857142857
2110,412.0,2.0,3.0,2.0,Organise an inspection,"$808,000",New House & Land,Peter Finocchio,"[{""school_name"": ""Charles Campbell College"", ""school_distance"": ""0.8 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/charles-campbell-college-sa-5075-6806""}, {""school_name"": ""Thorndon Park Primary School"", ""school_distance"": ""1.9 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/thorndon-park-primary-school-sa-5076-7442""}, {""school_name"": ""Adelaide East Education Centre"", ""school_distance"": ""1 km"", ""school_types"": ""U"", ""href"": ""https://www.domain.com.au/school-catchment/adelaide-east-education-centre-sa-5075-49559""}]",800000,CAMPBELLTOWN,5074,808000.0,808.0,1.9611650485436893
2113,412.0,2.0,4.0,2.0,"Wednesday, 6:00pm","$850,000-$880,000",House,Jacky Yang,"[{""school_name"": ""Charles Campbell College"", ""school_distance"": ""1 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/charles-campbell-college-sa-5075-6806""}, {""school_name"": ""Thorndon Park Primary School"", ""school_distance"": ""2.6 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/thorndon-park-primary-school-sa-5076-7442""}, {""school_name"": ""Adelaide East Education Centre"", ""school_distance"": ""1.1 km"", ""school_types"": ""U"", ""href"": ""https://www.domain.com.au/school-catchment/adelaide-east-education-centre-sa-5075-49559""}]",800000,CAMPBELLTOWN,5074,865000.0,865.0,2.099514563106796
